,Date,Location,Dead,Injured,Total,Description,dt,Suspects Dead,Suspects Injured,Year,Month,Day,loc,loc_name,loc_coords,lat,long,wrapped_descr,City,State
136,"May 10, 2019","Philadelphia, Pennsylvania",0,5,5,A large group of adult men were ambushed by three teenagers who came out of a breezeway and shot and injured five of them.[150],2019-05-10,0,0,2019,5,10,"Philadelphia, Philadelphia County, Pennsylvania, USA","Philadelphia, Philadelphia County, Pennsylvania, USA","(39.9527237, -75.1635262)",39.9527237,-75.1635262,"A large group of
adult men were
ambushed by three
teenagers who came
out of a breezeway
and shot and injured
five of them.[150]",Philadelphia, Pennsylvania
137,"May 8, 2019","Indianapolis, Indiana",0,4,4,Four people were wounded in a shooting near the northwest side of Indianapolis.[151],2019-05-08,0,0,2019,5,8,"Indianapolis, Marion County, Indiana, 46204, USA","Indianapolis, Marion County, Indiana, 46204, USA","(39.7683331, -86.1583502)",39.7683331,-86.1583502,"Four people were
wounded in a
shooting near the
northwest side of
Indianapolis.[151]",Indianapolis, Indiana
138,"May 7, 2019","Highlands Ranch, Colorado",1,8,9,"STEM School Highlands Ranch shooting: Authorities responded to the STEM School Highlands Ranch, at about 1:50 pm on a report of shots fired. One student was fatally shot and eight others were injured; two suspects were taken into custody by police.[152][153]",2019-05-07,0,0,2019,5,7,"Highlands Ranch, Douglas County, Colorado, 80126, USA","Highlands Ranch, Douglas County, Colorado, 80126, USA","(39.5538771, -104.9694264)",39.5538771,-104.9694264,"STEM School
Highlands Ranch
shooting:
Authorities
responded to the
STEM School
Highlands Ranch, at
about 1:50 pm on a
report of shots
fired. One student
was fatally shot and
eight others were
injured; two
suspects were taken
into custody by
police.[152][153]",Highlands Ranch, Colorado
139,"May 5, 2019","North Bergen, New Jersey",1,4,5,"Just before 4 am, officers discovered one person deceased and four people wounded, after a fight potentially escalated.[154]",2019-05-05,0,0,2019,5,5,"North Bergen, Hudson County, New Jersey, 07047-2227, USA","North Bergen, Hudson County, New Jersey, 07047-2227, USA","(40.8042674, -74.012084)",40.8042674,-74.012084,"Just before 4 am,
officers discovered
one person deceased
and four people
wounded, after a
fight potentially
escalated.[154]",North Bergen, New Jersey
140,"May 5, 2019","Oceano, California",0,6,6,Officers responded to a call and discovered six individuals wounded by gunfire; the victims were transported to local hospitals for treatment.[155],2019-05-05,0,0,2019,5,5,"Oceano, San Luis Obispo County, California, USA","Oceano, San Luis Obispo County, California, USA","(35.0988648, -120.6123931)",35.0988648,-120.6123931,"Officers responded
to a call and
discovered six
individuals wounded
by gunfire; the
victims were
transported to local
hospitals for
treatment.[155]",Oceano, California
141,"May 4, 2019","St. Louis, Missouri",1,4,5,Five people were shot inside of a vehicle; the incident resulted in one death and four injuries.[156],2019-05-04,0,0,2019,5,4,"Saint Louis, City of Saint Louis, Missouri, USA","Saint Louis, City of Saint Louis, Missouri, USA","(38.6268039, -90.1994097)",38.6268039,-90.1994097,"Five people were
shot inside of a
vehicle; the
incident resulted in
one death and four
injuries.[156]",St. Louis, Missouri
142,"May 4, 2019","Indianapolis, Indiana",0,4,4,Three teens and one man were injured after a fight involving between 20-30 individuals.[157],2019-05-04,0,0,2019,5,4,"Indianapolis, Marion County, Indiana, 46204, USA","Indianapolis, Marion County, Indiana, 46204, USA","(39.7683331, -86.1583502)",39.7683331,-86.1583502,"Three teens and one
man were injured
after a fight
involving between
20-30
individuals.[157]",Indianapolis, Indiana
143,"May 4, 2019","Wilmington, Delaware",0,4,4,Four people were wounded in a shooting at West 27th and Tatnall Streets.[158],2019-05-04,0,0,2019,5,4,"Wilmington, New Castle County, Delaware, USA","Wilmington, New Castle County, Delaware, USA","(39.7459468, -75.546589)",39.7459468,-75.546589,"Four people were
wounded in a
shooting at West
27th and Tatnall
Streets.[158]",Wilmington, Delaware
144,"May 3, 2019","Baltimore, Maryland",0,4,4,Four people were injured and discovered after a Shot Spotter gunfire alert notified police to the location.[159],2019-05-03,0,0,2019,5,3,"Baltimore, Maryland, 21203, USA","Baltimore, Maryland, 21203, USA","(39.2908816, -76.610759)",39.2908816,-76.610759,"Four people were
injured and
discovered after a
Shot Spotter gunfire
alert notified
police to the
location.[159]",Baltimore, Maryland
145,"May 3, 2019","Baltimore, Maryland",0,5,5,"Emergency responders discovered a female and two young children injured, and two men were later identified as being wounded in the same incident.[160]",2019-05-03,0,0,2019,5,3,"Baltimore, Maryland, 21203, USA","Baltimore, Maryland, 21203, USA","(39.2908816, -76.610759)",39.2908816,-76.610759,"Emergency responders
discovered a female
and two young
children injured,
and two men were
later identified as
being wounded in the
same incident.[160]",Baltimore, Maryland
146,"May 3, 2019","Dallas, Texas",1,3,4,Four men were discovered shot at Cherrywood Park after a drive-by shooting; one of the victims died from their injuries.[161],2019-05-03,0,0,2019,5,3,"Dallas, Dallas County, Texas, United States of America","Dallas, Dallas County, Texas, United States of America","(32.7762719, -96.7968559)",32.7762719,-96.7968559,"Four men were
discovered shot at
Cherrywood Park
after a drive-by
shooting; one of the
victims died from
their injuries.[161]",Dallas, Texas
147,"May 1, 2019","Boston, Massachusetts",1,3,4,One person was killed and three were wounded while sitting in a parked car in Boston's Dorchester neighborhood.[162],2019-05-01,0,0,2019,5,1,"Boston, Suffolk County, Massachusetts, USA","Boston, Suffolk County, Massachusetts, USA","(42.3602534, -71.0582912)",42.3602534,-71.0582912,"One person was
killed and three
were wounded while
sitting in a parked
car in Boston's
Dorchester
neighborhood.[162]",Boston, Massachusetts
148,"April 30, 2019","Charlotte, North Carolina",2,4,6,"University of North Carolina at Charlotte shooting: Six people were shot, two fatally, on the last day of classes at the University of North Carolina at Charlotte. The student gunman was taken into custody after he ran out of ammunition.[163]",2019-04-30,0,0,2019,4,30,"Charlotte, Mecklenburg County, North Carolina, USA","Charlotte, Mecklenburg County, North Carolina, USA","(35.2270869, -80.8431268)",35.2270869,-80.8431268,"University of North
Carolina at
Charlotte shooting:
Six people were
shot, two fatally,
on the last day of
classes at the
University of North
Carolina at
Charlotte. The
student gunman was
taken into custody
after he ran out of
ammunition.[163]",Charlotte, North Carolina
149,"April 28, 2019","West Chester Township, Ohio",4,0,4,"Four family members, three women and one man, were found shot to death in an apartment. The suspect remains at large.[164]",2019-04-28,0,0,2019,4,28,"West Chester Township, Butler County, Ohio, USA","West Chester Township, Butler County, Ohio, USA","(39.335739, -84.4155650458183)",39.335739,-84.4155650458183,"Four family members,
three women and one
man, were found shot
to death in an
apartment. The
suspect remains at
large.[164]",West Chester Township, Ohio
150,"April 28, 2019","Nashville, Tennessee",0,7,7,Two men got into an altercation at a party and exchanged gunfire; seven people were wounded in the crossfire.[165],2019-04-28,0,0,2019,4,28,"Nashville-Davidson, Davidson County, Tennessee, USA","Nashville-Davidson, Davidson County, Tennessee, USA","(36.1622296, -86.7743531)",36.1622296,-86.7743531,"Two men got into an
altercation at a
party and exchanged
gunfire; seven
people were wounded
in the
crossfire.[165]",Nashville, Tennessee
151,"April 28, 2019","Birmingham, Alabama",0,4,4,"A suspect in a vehicle opened fire on patrons outside of a nightclub, injuring four.[166]",2019-04-28,0,0,2019,4,28,"Birmingham, Jefferson County, Alabama, USA","Birmingham, Jefferson County, Alabama, USA","(33.5206824, -86.8024326)",33.5206824,-86.8024326,"A suspect in a
vehicle opened fire
on patrons outside
of a nightclub,
injuring four.[166]",Birmingham, Alabama
152,"April 28, 2019","Baltimore, Maryland",1,7,8,One person was killed and seven were wounded when a gunman opened fire on two cookouts at an intersection.[167],2019-04-28,0,0,2019,4,28,"Baltimore, Maryland, 21203, USA","Baltimore, Maryland, 21203, USA","(39.2908816, -76.610759)",39.2908816,-76.610759,"One person was
killed and seven
were wounded when a
gunman opened fire
on two cookouts at
an
intersection.[167]",Baltimore, Maryland
153,"April 27, 2019","Jackson, Mississippi",1,3,4,One person was killed and three were injured in a shooting in south Jackson.[168],2019-04-27,0,0,2019,4,27,"Jackson, Hinds County, Mississippi, 39269, USA","Jackson, Hinds County, Mississippi, 39269, USA","(32.2990384, -90.1847691)",32.2990384,-90.1847691,"One person was
killed and three
were injured in a
shooting in south
Jackson.[168]",Jackson, Mississippi
154,"April 27, 2019","Jackson, Michigan",0,4,4,Four people were wounded in an overnight shooting.[169],2019-04-27,0,0,2019,4,27,"Jackson, Jackson County, Michigan, USA","Jackson, Jackson County, Michigan, USA","(42.2465036, -84.4016963)",42.2465036,-84.4016963,"Four people were
wounded in an
overnight
shooting.[169]",Jackson, Michigan
155,"April 27, 2019","Poway, California",1,3,4,Poway synagogue shooting: One person was killed and at least three were wounded by a shooter at the Chabad of Poway synagogue.[170],2019-04-27,0,0,2019,4,27,"Poway, San Diego County, California, 92064, USA","Poway, San Diego County, California, 92064, USA","(32.9628234, -117.0358646)",32.9628234,-117.0358646,"Poway synagogue
shooting: One person
was killed and at
least three were
wounded by a shooter
at the Chabad of
Poway
synagogue.[170]",Poway, California
156,"April 26, 2019","Hugo, Oklahoma",0,4,4,"Investigators attempted to make contact with the suspect in relation to another crime, he then began to open fire, injuring three children and himself.[171]",2019-04-26,0,1,2019,4,26,"Hugo, Choctaw County, Oklahoma, 74743, USA","Hugo, Choctaw County, Oklahoma, 74743, USA","(34.010946, -95.5128978)",34.010946,-95.5128978,"Investigators
attempted to make
contact with the
suspect in relation
to another crime, he
then began to open
fire, injuring three
children and
himself.[171]",Hugo, Oklahoma
157,"April 21, 2019","Philadelphia, Pennsylvania",0,4,4,Four people were wounded in the Grays Ferry Section of the city.[172],2019-04-21,0,0,2019,4,21,"Philadelphia, Philadelphia County, Pennsylvania, USA","Philadelphia, Philadelphia County, Pennsylvania, USA","(39.9527237, -75.1635262)",39.9527237,-75.1635262,"Four people were
wounded in the Grays
Ferry Section of the
city.[172]",Philadelphia, Pennsylvania
158,"April 21, 2019","Los Angeles, California",0,4,4,Four seniors were wounded by gunfire after a suspect opened fire in the vehicle behind them.[173],2019-04-21,0,0,2019,4,21,"LA, Los Angeles County, California, United States of America","LA, Los Angeles County, California, United States of America","(34.0536909, -118.2427666)",34.0536909,-118.2427666,"Four seniors were
wounded by gunfire
after a suspect
opened fire in the
vehicle behind
them.[173]",Los Angeles, California
159,"April 20, 2019","Memphis, Tennessee",0,7,7,Seven people were wounded in a shooting that police believe occurred after a large fight.[174],2019-04-20,0,0,2019,4,20,"Memphis, Shelby County, Tennessee, USA","Memphis, Shelby County, Tennessee, USA","(35.1490215, -90.0516285)",35.1490215,-90.0516285,"Seven people were
wounded in a
shooting that police
believe occurred
after a large
fight.[174]",Memphis, Tennessee
160,"April 20, 2019","Corpus Christi, Texas",0,4,4,A disturbance in a neighborhood escalated into a shooting; four men were wounded.[175],2019-04-20,0,0,2019,4,20,"Corpus Christi, Nueces County, Texas, USA","Corpus Christi, Nueces County, Texas, USA","(27.8002542, -97.3955744)",27.8002542,-97.3955744,"A disturbance in a
neighborhood
escalated into a
shooting; four men
were wounded.[175]",Corpus Christi, Texas
161,"April 19, 2019","Wichita, Kansas",0,4,4,"Two suspects fired multiple shots at people attending a party, injuring four.[176]",2019-04-19,0,0,2019,4,19,"Wichita, Sedgwick County, Kansas, USA","Wichita, Sedgwick County, Kansas, USA","(37.6922361, -97.3375448)",37.6922361,-97.3375448,"Two suspects fired
multiple shots at
people attending a
party, injuring
four.[176]",Wichita, Kansas
162,"April 18, 2019","Louisville, Kentucky",0,4,4,Four people in a vehicle were wounded when they were shot at by at least one person in another car.[177],2019-04-18,0,0,2019,4,18,"Louisville, Jefferson County, Kentucky, USA","Louisville, Jefferson County, Kentucky, USA","(38.2542376, -85.759407)",38.2542376,-85.759407,"Four people in a
vehicle were wounded
when they were shot
at by at least one
person in another
car.[177]",Louisville, Kentucky
163,"April 16, 2019","Germantown, Maryland",1,3,4,A drive-by shooting killed an 18-year-old male and wounded three other men in a cul-de-sac.[178],2019-04-16,0,0,2019,4,16,"Germantown, Montgomery County, Maryland, 20874, USA","Germantown, Montgomery County, Maryland, 20874, USA","(39.1731621, -77.2716502)",39.1731621,-77.2716502,"A drive-by shooting
killed an 18-year-
old male and wounded
three other men in a
cul-de-sac.[178]",Germantown, Maryland
164,"April 14, 2019","Stockton, California",0,4,4,"A man opened fire inside of a bar following a disturbance, wounding four patrons.[179]",2019-04-14,0,0,2019,4,14,"Stockton, San Joaquin County, California, USA","Stockton, San Joaquin County, California, USA","(37.9577016, -121.2907796)",37.9577016,-121.2907796,"A man opened fire
inside of a bar
following a
disturbance,
wounding four
patrons.[179]",Stockton, California
165,"April 14, 2019","Vallejo, California",1,3,4,One man was killed and three were injured in an early morning shooting.[180],2019-04-14,0,0,2019,4,14,"Vallejo, Solano County, California, USA","Vallejo, Solano County, California, USA","(38.1040864, -122.2566367)",38.1040864,-122.2566367,"One man was killed
and three were
injured in an early
morning
shooting.[180]",Vallejo, California
166,"April 14, 2019","Miami, Florida",2,2,4,Two women were killed and another man and woman were wounded in a drive-by shooting outside of Miami's Liberty City neighborhood.[181],2019-04-14,0,0,2019,4,14,"Miami, Miami-Dade County, Florida, USA","Miami, Miami-Dade County, Florida, USA","(25.7742658, -80.1936589)",25.7742658,-80.1936589,"Two women were
killed and another
man and woman were
wounded in a drive-
by shooting outside
of Miami's Liberty
City
neighborhood.[181]",Miami, Florida
167,"April 12, 2019","Carbondale, Illinois",0,4,4,Four people were injured in a shooting outside of a restaurant and bar.[182],2019-04-12,0,0,2019,4,12,"Carbondale, Jackson County, Illinois, USA","Carbondale, Jackson County, Illinois, USA","(37.7274692, -89.216655)",37.7274692,-89.216655,"Four people were
injured in a
shooting outside of
a restaurant and
bar.[182]",Carbondale, Illinois
168,"April 11, 2019","Phoenix, Arizona",3,2,5,"A man killed his wife, two of his daughters, and another man, and injured two people who came to try to help one of the victims. All of the victims were shot, with the exception of one of his daughters who was killed by blunt force trauma.[183]",2019-04-11,0,0,2019,4,11,"Phoenix, Maricopa County, Arizona, USA","Phoenix, Maricopa County, Arizona, USA","(33.4485866, -112.0773456)",33.4485866,-112.0773456,"A man killed his
wife, two of his
daughters, and
another man, and
injured two people
who came to try to
help one of the
victims. All of the
victims were shot,
with the exception
of one of his
daughters who was
killed by blunt
force trauma.[183]",Phoenix, Arizona
169,"April 11, 2019","Los Angeles, California",1,4,5,One person was killed and four were wounded when suspects fired at them from a car in the Watts neighborhood of Los Angeles.[184],2019-04-11,0,0,2019,4,11,"LA, Los Angeles County, California, United States of America","LA, Los Angeles County, California, United States of America","(34.0536909, -118.2427666)",34.0536909,-118.2427666,"One person was
killed and four were
wounded when
suspects fired at
them from a car in
the Watts
neighborhood of Los
Angeles.[184]",Los Angeles, California
170,"April 11, 2019","Baltimore, Maryland",0,4,4,Four men were wounded in a shooting near Druid Hill Park.[185],2019-04-11,0,0,2019,4,11,"Baltimore, Maryland, 21203, USA","Baltimore, Maryland, 21203, USA","(39.2908816, -76.610759)",39.2908816,-76.610759,"Four men were
wounded in a
shooting near Druid
Hill Park.[185]",Baltimore, Maryland
171,"April 9, 2019","Kansas City, Missouri",0,4,4,Police found four people with gunshot wounds in front of a residence.[186],2019-04-09,0,0,2019,4,9,"Kansas City, Jackson County, Missouri, USA","Kansas City, Jackson County, Missouri, USA","(39.100105, -94.5781416)",39.100105,-94.5781416,"Police found four
people with gunshot
wounds in front of a
residence.[186]",Kansas City, Missouri
172,"April 7, 2019","Shreveport, Louisiana",0,4,4,Four people were wounded in a shooting at a mobile home park.[187],2019-04-07,0,0,2019,4,7,"Shreveport, Caddo Parish, Louisiana, USA","Shreveport, Caddo Parish, Louisiana, USA","(32.5221828, -93.7651944)",32.5221828,-93.7651944,"Four people were
wounded in a
shooting at a mobile
home park.[187]",Shreveport, Louisiana
173,"April 7, 2019","Indianapolis, Indiana",2,3,5,Two people were killed and three were wounded in a shooting at a motorcycle club hangout.[188],2019-04-07,0,0,2019,4,7,"Indianapolis, Marion County, Indiana, 46204, USA","Indianapolis, Marion County, Indiana, 46204, USA","(39.7683331, -86.1583502)",39.7683331,-86.1583502,"Two people were
killed and three
were wounded in a
shooting at a
motorcycle club
hangout.[188]",Indianapolis, Indiana
174,"April 7, 2019","Winston-Salem, North Carolina",0,6,6,Six people were wounded in a shooting outside of a local bar.[189],2019-04-07,0,0,2019,4,7,"Winston-Salem, Forsyth County, North Carolina, USA","Winston-Salem, Forsyth County, North Carolina, USA","(36.0998131, -80.2440518)",36.0998131,-80.2440518,"Six people were
wounded in a
shooting outside of
a local bar.[189]",Winston-Salem, North Carolina
175,"April 7, 2019","Wilmington, Delaware",0,6,6,Six young men were wounded in a shooting in the city's East Side district.[190],2019-04-07,0,0,2019,4,7,"Wilmington, New Castle County, Delaware, USA","Wilmington, New Castle County, Delaware, USA","(39.7459468, -75.546589)",39.7459468,-75.546589,"Six young men were
wounded in a
shooting in the
city's East Side
district.[190]",Wilmington, Delaware
176,"April 6, 2019","Chicago, Illinois",0,6,6,At least six people were injured in a shooting at a baby shower.[191],2019-04-06,0,0,2019,4,6,"Chicago, Cook County, Illinois, USA","Chicago, Cook County, Illinois, USA","(41.8755616, -87.6244212)",41.8755616,-87.6244212,"At least six people
were injured in a
shooting at a baby
shower.[191]",Chicago, Illinois
177,"April 6, 2019","Tallahassee, Florida",0,4,4,Four Florida A&M University students were injured in a shooting following an argument at a house party.[192],2019-04-06,0,0,2019,4,6,"Tallahassee, Leon County, Florida, USA","Tallahassee, Leon County, Florida, USA","(30.4380832, -84.2809332)",30.4380832,-84.2809332,"Four Florida A&M
University students
were injured in a
shooting following
an argument at a
house party.[192]",Tallahassee, Florida
178,"April 4, 2019","Panama City, Florida",1,3,4,One person was killed and three were found with gunshot injuries in Panama City.[193],2019-04-04,0,0,2019,4,4,"Panama City, Bay County, Florida, USA","Panama City, Bay County, Florida, USA","(30.1600827, -85.6545729)",30.1600827,-85.6545729,"One person was
killed and three
were found with
gunshot injuries in
Panama City.[193]",Panama City, Florida
179,"April 4, 2019","Stockbridge, Georgia",3,2,5,Two officers responding to a suspected hostage situation were wounded and three individuals were later found deceased in a murder–suicide.[194],2019-04-04,0,0,2019,4,4,"Stockbridge, Henry County, Georgia, 30236:30281, USA","Stockbridge, Henry County, Georgia, 30236:30281, USA","(33.5442781, -84.2338093)",33.5442781,-84.2338093,"Two officers
responding to a
suspected hostage
situation were
wounded and three
individuals were
later found deceased
in a
murder–suicide.[194]",Stockbridge, Georgia
180,"April 2, 2019","Hermanville, Mississippi",0,4,4,A man shot four people in a drive-by shooting outside of a convenience store.[195],2019-04-02,0,0,2019,4,2,"Hermanville, Claiborne County, Mississippi, USA","Hermanville, Claiborne County, Mississippi, USA","(31.9593248, -90.8401027)",31.9593248,-90.8401027,"A man shot four
people in a drive-by
shooting outside of
a convenience
store.[195]",Hermanville, Mississippi
181,"April 2, 2019","Covington, Kentucky",0,5,5,Five people were wounded in a drive-by shooting at an intersection.[196],2019-04-02,0,0,2019,4,2,"Covington, Kenton County, Kentucky, USA","Covington, Kenton County, Kentucky, USA","(39.0836224, -84.508371)",39.0836224,-84.508371,"Five people were
wounded in a drive-
by shooting at an
intersection.[196]",Covington, Kentucky
182,"March 31, 2019","Chicago, Illinois",1,4,5,One person was killed and four people were wounded in a shooting in East Garfield Park.[197],2019-03-31,0,0,2019,3,31,"Chicago, Cook County, Illinois, USA","Chicago, Cook County, Illinois, USA","(41.8755616, -87.6244212)",41.8755616,-87.6244212,"One person was
killed and four
people were wounded
in a shooting in
East Garfield
Park.[197]",Chicago, Illinois
183,"March 31, 2019","Atlanta, Georgia",1,4,5,One person was killed and four were wounded during a house party.[198],2019-03-31,0,0,2019,3,31,"Atlanta, Fulton County, Georgia, USA","Atlanta, Fulton County, Georgia, USA","(33.7490987, -84.3901849)",33.7490987,-84.3901849,"One person was
killed and four were
wounded during a
house party.[198]",Atlanta, Georgia
184,"March 31, 2019","North Charleston, South Carolina",0,7,7,Seven people were wounded in a shooting at an overnight house party.[199],2019-03-31,0,0,2019,3,31,"North Charleston, Charleston County, South Carolina, USA","North Charleston, Charleston County, South Carolina, USA","(32.8546197, -79.9748103)",32.8546197,-79.9748103,"Seven people were
wounded in a
shooting at an
overnight house
party.[199]",North Charleston, South Carolina
185,"March 28, 2019","Baltimore, Maryland",0,4,4,Four people were wounded in a shooting near a playground.[200],2019-03-28,0,0,2019,3,28,"Baltimore, Maryland, 21203, USA","Baltimore, Maryland, 21203, USA","(39.2908816, -76.610759)",39.2908816,-76.610759,"Four people were
wounded in a
shooting near a
playground.[200]",Baltimore, Maryland
186,"March 25, 2019","North Las Vegas, Nevada",0,5,5,An after-school fight led to a shooting in a neighborhood; five teenagers were wounded.[201],2019-03-25,0,0,2019,3,25,"North Las Vegas, Clark County, Nevada, USA","North Las Vegas, Clark County, Nevada, USA","(36.2008371, -115.1120958)",36.2008371,-115.1120958,"An after-school
fight led to a
shooting in a
neighborhood; five
teenagers were
wounded.[201]",North Las Vegas, Nevada
187,"March 24, 2019","San Francisco, California",1,5,6,A shooting occurred near the Fillmore Heritage Center around 8:40 pm local time; one person was killed and five others were injured.[202],2019-03-24,0,0,2019,3,24,"SF, California, USA","SF, California, USA","(37.7792808, -122.4192363)",37.7792808,-122.4192363,"A shooting occurred
near the Fillmore
Heritage Center
around 8:40 pm local
time; one person was
killed and five
others were
injured.[202]",San Francisco, California
188,"March 24, 2019","Phoenix, Arizona",0,7,7,"During a warehouse party, a fight broke out and escalated into a shooting; seven people were wounded.[203]",2019-03-24,0,0,2019,3,24,"Phoenix, Maricopa County, Arizona, USA","Phoenix, Maricopa County, Arizona, USA","(33.4485866, -112.0773456)",33.4485866,-112.0773456,"During a warehouse
party, a fight broke
out and escalated
into a shooting;
seven people were
wounded.[203]",Phoenix, Arizona
189,"March 19, 2019","Phoenix, Arizona",2,4,6,An argument at a house party ended in a shooting when the perpetrator returned to the party and killed two and wounded four before fleeing.[204],2019-03-19,0,0,2019,3,19,"Phoenix, Maricopa County, Arizona, USA","Phoenix, Maricopa County, Arizona, USA","(33.4485866, -112.0773456)",33.4485866,-112.0773456,"An argument at a
house party ended in
a shooting when the
perpetrator returned
to the party and
killed two and
wounded four before
fleeing.[204]",Phoenix, Arizona
190,"March 17, 2019","Augusta, Georgia",0,4,4,"Four people were wounded after an argument, although the shooter claims that it was in self-defense to being randomly attacked.[205]",2019-03-17,0,0,2019,3,17,"Augusta, Richmond County, Georgia, 30901, USA","Augusta, Richmond County, Georgia, 30901, USA","(33.4709714, -81.9748429)",33.4709714,-81.9748429,"Four people were
wounded after an
argument, although
the shooter claims
that it was in self-
defense to being
randomly
attacked.[205]",Augusta, Georgia
191,"March 17, 2019","Las Vegas, Nevada",0,4,4,Four people were wounded at the El Cortez Hotel and Casino in an early morning shooting. The suspect was later arrested.[206],2019-03-17,0,0,2019,3,17,"Las Vegas, Clark County, Nevada, USA","Las Vegas, Clark County, Nevada, USA","(36.1662859, -115.149225)",36.1662859,-115.149225,"Four people were
wounded at the El
Cortez Hotel and
Casino in an early
morning shooting.
The suspect was
later arrested.[206]",Las Vegas, Nevada
192,"March 17, 2019","Rochelle, Georgia",1,3,4,"In the early morning, two groups were involved in a dispute, which ended with one person killed and three people wounded.[207]",2019-03-17,0,0,2019,3,17,"Rochelle, Wilcox County, Georgia, USA","Rochelle, Wilcox County, Georgia, USA","(31.9510105, -83.4562744)",31.9510105,-83.4562744,"In the early
morning, two groups
were involved in a
dispute, which ended
with one person
killed and three
people wounded.[207]",Rochelle, Georgia
193,"March 16, 2019","Camden, New Jersey",1,3,4,"One man was killed and three others were wounded following a shooting at a ""residential speakeasy"".[208]",2019-03-16,0,0,2019,3,16,"Camden, Camden County, New Jersey, USA","Camden, Camden County, New Jersey, USA","(39.9448402, -75.1198911)",39.9448402,-75.1198911,"One man was killed
and three others
were wounded
following a shooting
at a ""residential
speakeasy"".[208]",Camden, New Jersey
194,"March 15, 2019","Mobile, Alabama",2,3,5,Two men were killed and three others were wounded in an overnight shooting behind a home. The suspect was arrested the next day.[209],2019-03-15,0,0,2019,3,15,"Mobile, Mobile County, Alabama, USA","Mobile, Mobile County, Alabama, USA","(30.6943566, -88.0430541)",30.6943566,-88.0430541,"Two men were killed
and three others
were wounded in an
overnight shooting
behind a home. The
suspect was arrested
the next day.[209]",Mobile, Alabama
195,"March 14, 2019","Missoula, Montana",1,3,4,"One person was fatally shot and three others were wounded, including a Montana Highway Patrol trooper following a road rage incident.[210]",2019-03-14,0,0,2019,3,14,"Missoula, Missoula County, Montana, USA","Missoula, Missoula County, Montana, USA","(46.8700801, -113.9952796)",46.8700801,-113.9952796,"One person was
fatally shot and
three others were
wounded, including a
Montana Highway
Patrol trooper
following a road
rage incident.[210]",Missoula, Montana
196,"March 13, 2019","Harvey, Illinois",1,3,4,One person was killed and three were wounded after gunfire erupted in a nightclub.[211],2019-03-13,0,0,2019,3,13,"Harvey, Cook County, Illinois, 60426, USA","Harvey, Cook County, Illinois, 60426, USA","(41.6100344, -87.6467132)",41.6100344,-87.6467132,"One person was
killed and three
were wounded after
gunfire erupted in a
nightclub.[211]",Harvey, Illinois
197,"March 11, 2019","Paterson, New Jersey",0,4,4,Four men were wounded in a shooting inside of a local liquor store.[212],2019-03-11,0,0,2019,3,11,"Paterson, Passaic County, New Jersey, USA","Paterson, Passaic County, New Jersey, USA","(40.9167654, -74.171811)",40.9167654,-74.171811,"Four men were
wounded in a
shooting inside of a
local liquor
store.[212]",Paterson, New Jersey
198,"March 10, 2019","Denver, Colorado",1,4,5,"A conflict between two individuals escalated into a shooting; one man was killed, and four others were injured.[213]",2019-03-10,0,0,2019,3,10,"Denver, Denver County, Colorado, United States of America","Denver, Denver County, Colorado, United States of America","(39.7392364, -104.9848623)",39.7392364,-104.9848623,"A conflict between
two individuals
escalated into a
shooting; one man
was killed, and four
others were
injured.[213]",Denver, Colorado
199,"March 10, 2019","Shreveport, Louisiana",0,4,4,Three children and one adult were wounded in a drive-by shooting.[214],2019-03-10,0,0,2019,3,10,"Shreveport, Caddo Parish, Louisiana, USA","Shreveport, Caddo Parish, Louisiana, USA","(32.5221828, -93.7651944)",32.5221828,-93.7651944,"Three children and
one adult were
wounded in a drive-
by shooting.[214]",Shreveport, Louisiana
200,"March 3, 2019","Oakland, California",0,4,4,Four people were injured in a shooting at a sports bar following a fight.[215],2019-03-03,0,0,2019,3,3,"Oakland, Alameda County, California, USA","Oakland, Alameda County, California, USA","(37.8044557, -122.2713563)",37.8044557,-122.2713563,"Four people were
injured in a
shooting at a sports
bar following a
fight.[215]",Oakland, California
201,"March 3, 2019","Chicago, Illinois",0,6,6,Six people were injured in a shooting at a bar following a fight.[216],2019-03-03,0,0,2019,3,3,"Chicago, Cook County, Illinois, USA","Chicago, Cook County, Illinois, USA","(41.8755616, -87.6244212)",41.8755616,-87.6244212,"Six people were
injured in a
shooting at a bar
following a
fight.[216]",Chicago, Illinois
202,"March 2, 2019","Pine Bluff, Arkansas",1,4,5,One person was killed and four other were wounded at a party when shots were fired into a home.[217],2019-03-02,0,0,2019,3,2,"Pine Bluff, Jefferson County, Arkansas, USA","Pine Bluff, Jefferson County, Arkansas, USA","(34.2284312, -92.0031955)",34.2284312,-92.0031955,"One person was
killed and four
other were wounded
at a party when
shots were fired
into a home.[217]",Pine Bluff, Arkansas
203,"February 28, 2019","Oakland, California",1,4,5,One person was killed and four others were wounded in a shooting near a gas station.[218],2019-02-28,0,0,2019,2,28,"Oakland, Alameda County, California, USA","Oakland, Alameda County, California, USA","(37.8044557, -122.2713563)",37.8044557,-122.2713563,"One person was
killed and four
others were wounded
in a shooting near a
gas station.[218]",Oakland, California
